id,climate,energy,environment,resources,sustainability,dedicated
21074013,0,0,0,0,0,0
21074014,0,0,0,0,0,0
21074015,0,0,0,0,0,0
21074016,0,0,0,0,0,0
21074017,0,0,0,0,0,0
21074018,0,0,0,0,0,0
21074019,0,0,0,0,0,0
21074020,0,0,0,0,0,0
21074021,0,0,0,0,0,0
21074022,0,0,0,0,0,0
21074023,0,0,0,0,0,0
21074024,0,0,0,0,0,0
21074025,0,0,0,0,0,0
21074026,0,0,0,0,0,0
21074051,0,0,0,0,0,0
21074052,0,0,0,0,0,0
21074053,0,0,0,0,0,0
21074054,0,0,0,0,0,0
21074055,0,0,0,0,0,0
21074056,0,0,0,0,0,0
21074057,0,0,0,0,0,0
21074058,0,0,0,0,0,0
21074059,0,0,0,0,0,0
21074060,0,0,0,0,0,0
21074061,0,0,0,0,0,0
21074062,0,0,0,0,0,0
21075001,0,0,0,0,0,0
21074063,0,0,0,0,0,0
21075002,0,0,0,0,0,0
21075003,0,0,0,0,0,0
21075004,0,0,0,0,0,0
21075007,0,0,0,0,0,0
21075006,0,0,0,0,0,0
21075005,0,0,0,0,0,0
21075008,0,0,0,0,0,0
21075009,0,0,0,0,0,0
21075010,0,0,0,0,0,0
21075011,0,0,0,0,0,0
21075051,0,0,0,0,0,0
21075052,0,0,0,0,0,0
21075053,0,0,0,0,0,0
21075054,0,0,0,0,0,0
21075055,0,0,0,0,0,0
21079001,0,0,0,0,0,0
21079002,0,0,0,0,0,0
21079003,0,0,0,0,0,0
21079004,0,0,0,0,0,0
21079006,0,0,0,0,0,0
21079007,0,0,0,0,0,0
21079008,0,0,0,0,0,0
21079009,0,0,0,0,0,0
21079010,0,0,0,0,0,0
21079011,0,0,0,0,0,0
21079012,0,0,0,0,0,0
21079013,0,0,0,0,0,0
21079014,0,0,0,0,0,0
21079015,0,0,0,0,0,0
21079016,0,0,0,0,0,0
21079017,0,0,0,0,0,0
21079019,0,0,0,0,0,0
21079021,0,0,0,0,0,0
21079022,0,0,0,0,0,0
21079023,0,0,0,0,0,0
21079024,0,0,0,0,0,0
21079025,0,0,0,0,0,0
21079026,0,0,0,0,0,0
21079027,0,0,0,0,0,0
21079053,0,0,0,0,0,0
21079054,0,0,0,0,0,0
21079056,0,0,0,0,0,0
21079057,0,0,0,0,0,0
21079058,0,0,0,0,0,0
21079059,0,0,0,0,0,0
21079060,0,0,0,0,0,0
21079061,0,0,0,0,0,0
21079062,0,0,0,0,0,0
21079063,0,0,0,0,0,0
21079064,0,0,0,0,0,0
21079065,0,0,0,0,0,0
21079067,0,0,0,0,0,0
21170001,0,0,0,0,0,0
21170002,0,0,0,0,0,0
21170003,0,0,0,0,0,0
21170004,0,0,0,0,0,0
21170005,0,0,0,0,0,0
21170006,0,0,0,0,0,0
21170007,0,0,0,0,0,0
21170008,0,0,0,0,0,0
21170009,0,0,0,0,0,0
21170010,0,0,0,0,0,0
