id,climate,energy,environment,resources,sustainability,dedicated
43375,0,0,0,0,0,0
43378,0,0,0,0,0,0
43373,0,0,0,0,0,0
43372,0,0,0,0,0,0
43377,0,0,0,0,0,0
43374,0,0,0,0,0,0
43381,0,0,0,0,0,0
43379,0,0,0,0,0,0
46020,0,0,0,0,0,0
45741,0,0,0,0,0,0
45732,0,0,0,0,0,0
45731,1,0,1,0,1,1
45695,1,0,0,0,1,0
45745,0,0,0,0,0,0
46041,0,0,0,0,0,0
46023,0,0,0,0,0,0
45733,1,0,0,0,0,0
45697,0,0,0,0,0,0
45730,0,0,0,0,0,0
45729,0,0,0,0,0,0
46022,0,0,0,0,0,0
45737,1,0,0,0,1,0
45698,0,0,0,0,0,0
45746,0,1,0,0,1,0
45734,0,0,0,0,0,0
45742,0,0,0,0,0,0
46151,0,0,1,0,1,0
45681,0,0,0,0,0,0
45682,0,0,0,0,0,0
45683,0,0,0,0,0,0
45684,0,0,0,0,0,0
45723,0,0,0,0,0,0
45675,0,0,0,0,0,0
46163,0,0,0,0,0,0
43353,1,0,1,0,1,1
43352,0,0,0,0,0,0
43362,0,0,0,0,0,0
43569,0,0,0,0,0,0
43385,0,0,0,0,0,0
45518,0,0,0,0,0,0
43388,0,0,0,0,0,0
43360,0,0,1,0,0,0
44117,1,0,0,0,0,1
43409,0,0,0,0,0,0
43358,0,0,0,0,1,0
43356,0,0,0,0,0,0
43483,1,0,0,0,0,0
43501,1,0,1,0,1,0
43363,0,0,0,0,0,0
43484,1,0,0,0,0,0
43354,0,0,0,0,0,0
43413,0,0,1,0,0,0
45688,0,0,0,0,1,0
43485,0,0,0,0,0,0
46142,0,0,0,0,0,0
43446,1,0,0,0,0,0
45687,0,0,0,0,0,0
45685,0,0,0,0,0,0
45686,0,0,0,0,0,0
45679,0,0,0,0,0,0
45680,0,0,0,0,0,0
45677,0,0,0,0,0,0
45868,0,0,0,0,0,0
45678,0,0,0,0,0,0
46183,0,1,1,0,0,1
45699,0,0,0,0,0,0
45724,0,0,0,0,0,0
45738,0,0,0,0,0,0
45735,0,0,0,0,0,0
46145,0,0,0,0,0,0
45739,0,0,0,0,0,0
45740,0,0,0,0,0,0
46140,1,0,1,0,0,0
45702,1,0,1,0,0,0
45736,0,0,0,0,0,0
45728,0,0,0,0,0,0
45854,0,0,0,0,0,0
46069,1,0,1,0,0,0
46040,0,0,0,0,0,0
45822,1,0,0,0,0,0
46026,0,0,0,0,0,0
45747,0,0,0,0,0,0
45701,0,0,0,0,0,0
44711,0,0,0,0,0,0
44705,0,0,0,1,0,0
44709,0,0,0,0,0,0
44707,0,0,0,0,1,0
44715,0,0,0,0,0,0
44713,0,0,0,0,0,0
44717,0,0,0,0,0,0
44719,0,0,0,0,0,0
44725,0,0,0,0,0,0
44723,0,0,0,0,0,0
44721,0,0,0,0,0,0
45652,0,0,0,0,0,0
44737,0,0,0,0,0,0
44731,0,0,0,0,0,0
44735,0,0,0,0,0,0
44745,0,0,0,0,0,0
44747,0,0,0,0,0,0
44729,0,0,0,0,0,0
44741,0,0,0,0,0,0
44749,1,0,0,0,0,0
44706,0,0,0,0,1,0
